index,id,News Headline Title,Label 1,Label 2a,Label 2b,Label 3,,Label 4a,Label 4b,Label 4c,Label 5,Label 6
156,f1acf6593a94189f528f78de43d39342983e52e8afaea8f1a61ceb336d304c55,Israeli protesters stomp on aid packages destined for Gaza,S,Directly,Directly,Israel,Palestine,VE,None,BC,War,Relevant
505,6df2093d6081010f2faef1f59a441fc7b205c8987d10af427b733e3bc6beba20,Who is arming Israel’s war on Gaza?,S,None,None,None,None,None,None,BC,Unclear,Relevant
523,45d4b1d9a2996c7aca64d888b7649febb8aea68b701f69a8af16f102a12034ca,Israel-Gaza war: Is the US administration divorced from reality?,S,None,None,None,None,None,None,BC,None,Relevant
247,323f5ab5c6cf83f70da07db98b2872eaf50ed9ed9d981afe105a9c21951b0aae,Watch: Indian navy rescues ship crew after Houthi attack,O,None,None,None,None,VE,None,None,None,Irrelevant
652,50e1d918c64bcdcfae4013f3bea2a8d059bf7eb1818105112c9951e0836ccae3,"Israel says Hamas ‘violating’ cease-fire deal as detonations, gunfire target IDF troops",S,Directly,Directly,Hamas,Israel,VE,ES,WC,Unclear,Relevant
698,07bc4f7bfab36fa15f84f0cdf7df3b2b661d30b9bea3752fceef2ea4acae4d05,"US in talks with Israel, other nations to secure temporary ceasefire with Hezbollah amid fears of wider war",O,None,None,None,None,VE,ES,BC,Peace,Relevant
829,bb1160c6a500bfa9f23ec07faffba18f7a4599665fd914261c7760d53750ac9c,Israel warns US defense chief Iran aggression has ‘reached all-time high’,S,Directly,None,None,Israel,IE,ES,WC,Peace,Relevant
55,c9ac269e6e18f5e362eed2b9ee23802a7df085859a46d4ae77da521041a259a7,Gaza war: UNRWA says Rafah aid centre hit by Israeli forces,O,Directly,Directly,Israel,Palestine,VE,ES,WC,War,Relevant
293,6d59a3afa5ed205ba4762d227a471f9b14732b4a3f6d2cd941b535724c7ef8eb,Israel’s war on Gaza: Is the West Bank under increased attack too?,O,Directly,Directly,Israel,Palestine,IE,None,WC,War,Relevant
460,061eda48c4c9a098d0284695e8857ca7b5d37474e3fd09d22aed8d4263009226,Israeli army steps up attacks across Gaza as top US official visits Israel,O,Directly,Directly,Israel,Palestine,VE,ES,WC,War,Relevant
676,0f9572ee59830cafd9c826cba7f353cdf8615eaa50e4687b5bbf36777e983b87,Stop caving to the woke mobs': GOP ramps up attacks on vulnerable Dems amid anti-Israel campus unrest,S,None,None,None,None,IE,None,BC,War,Relevant
759,e706fa6cd2c59b3d10e5ad3b625e3b6a447671bd11b7dc4a777e54021fe63705,"Father of Israeli-American hostage pleads for deal 'with Satan' before Biden, Harris enter Situation Room",S,Indirectly,None,None,Israel,IE,PS,BC,Peace,Relevant
318,f1650de4d393b953e331357307ee747124fd9d24b1b067d6a97872963774dd00,‘Assault on free speech’: Chaos grips Britain as Israel-Hamas war flares,S,None,None,None,None,IE,None,BC,Peace,Relevant
475,cc6ecd0576cbc01f0c3578934bc9fe77076eaf23ea5b11955ed16f7a9078fef7,UN accuses Israel of ‘massive’ violation of child rights treaty in Gaza,S,Directly,Directly,Israel,Palestine,IE,ES,BC,Peace,Relevant
294,fc6e74f00f09317b0be59f5c723f8b21b18fad1d2455ea5c1d4c866e324d5663,Jewish student and peace group founder supports Gaza anti-war protests,O,None,None,None,None,IE,PS,BC,Peace,Relevant
366,5b27f4a8ee82ac77b01cd0af399179cd8b020e37b6e4fe5eea8c93eb974ac120,Video: Israel keeps attacking UN school shelters in Gaza,O,Indirectly,Directly,Israel,Palestine,IE,None,WC,War,Relevant
526,6c49892e3e914784ea78a2a3e1c9f45c658c783bb73faf339198e70b873a0efa,"Israel’s war on Gaza: List of key events, day 152",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
654,eb094f264b6dbc8a68353833b3acff647525834a517aba6b977671758de3015a,Biden’s dovish posture toward Iran emboldened Tehran in its attack on Israel: experts,S,Directly,None,None,Israel,IE,ES,BC,Unclear,Relevant
214,e72b2fef79dc4f7b4e4b7153ded45bf4243b73b8662cd31ccf612fbcf6a58d6a,Gaza: many casualties at a camp for displaced Palestinians,O,Directly,None,None,Palestine,VE,None,WC,Peace,Relevant
316,fd429fbde12c4f73a95bb5d2f0ae517d8f3fc87424b84dcc7e4c899a6f51f577,"‘No ceasefire’: Israel supporters gather in Washington, DC, amid Gaza war",S,None,None,None,None,IE,PS,BC,War,Relevant
712,8554c534455d26ce844584e303bb19e963bdbe4212333d22a8b00c0dff89cd32,Netanyahu's 4 principles Israel agrees to for hostage deal as negotiations pick up,O,None,None,None,None,IE,ES,WC,Peace,Relevant
703,5c838faf8bb2da004a7a664fbe035056e70da0ae6f22c82854f89f50febc28b8,Egypt setting up Gaza border shelter for Palestinians ahead of expected Israeli offensive in Rafah: report,O,Directly,Directly,Israel,Palestine,IE,None,BC,Peace,Relevant
113,d21d8a5d43deda7a8c7bf9aa7df2fadbd4adb735d8853d810fcbec46ec319127,Gaza war: UN defends casualty tally amid Israeli anger,S,None,Directly,Israel,None,IE,ES,BC,Peace,Relevant
861,05f299d9231cd8b0f2febe1d5ef656ce88cd674f861bc5225adb78c3050abd78,Chicago anti-Israel DNC protest groups handed loss by federal judge just days before start,O,None,None,None,None,IE,PS,BC,Unclear,Relevant
653,0454e9824f7ef2f2a9c1096b3cd4f8fd3bd0b6c80331084d31226050bddc70c9,Hamas hostage is a fighter for Palestinian human rights: Grandson Daniel Lifschitz,O,Indirectly,Directly,Hamas,Palestine,IE,PS,BC,Peace,Relevant
727,d09f63e4c5253833f25b63a34c9da98574b31e8728289e54d9d96f0a66ac61ea,Trump says 4 words about anti-Israel protests on college campuses as arrests skyrocket,S,None,None,None,None,IE,ES,BC,Unclear,Relevant
77,1ea78d9ca789e9cdf75bb87584e98b924f71a823a1c6716ba5f4d3bbd6e2408c,First hostages set to be freed by Hamas under Israel truce deal,O,Directly,Directly,Hamas,Israel,IE,None,WC,Peace,Relevant
258,4c9833b3636afbac46091a8b8d9ed3e048db6618b8743824da9ea4b1e8f40d39,Will Félix Tshisekedi deliver war or peace for DR Congo and Rwanda?,S,None,None,None,None,None,ES,None,None,Irrelevant
175,70ec4fd25bebf090419a2e5df6ceea571e3accc4900ce7e234150bbcd4b242e8,UN warns Middle East is on the brink of full-scale conflict,S,Indirectly,None,None,Palestine,IE,ES,BC,Peace,Relevant
519,e94c60d2ef56ffbf4d0deb9ddd65e0eadf2425087190ebdc16dcc04ae463c7d5,Advocates demand justice after US protester killed in Israeli gunfire,O,None,Directly,Israel,None,VE,PS,BC,Peace,Relevant
794,5f7c1dd570411450780eceea6ad63deea06ed2a421c2286a08000c8de67a9348,Israeli Prime Minister Netanyahu criticizes military’s plans for 11-hour daily pauses in fighting,S,None,Directly,Israel,None,VE,ES,WC,War,Relevant
778,b2df2d37d793938473328d8757be5426a42bd47b0e80c24d6c766e2e4fe101c4,Israeli defense minister urges US cooperation against 'Iran and its proxies' as war with Hezbollah on horizon,S,None,None,None,None,IE,ES,WC,War,Relevant
886,975ff0871ec4d8d64ce14e97ea9ee0da5f754fb6ec2307099fe49227d0620e97,"UK government official apologizes, pays damages after falsely accusing professor of supporting Hamas",O,None,None,None,None,IE,PS,BC,Peace,Relevant
48,9aed24d6ec526e24c47396e349e09ee30fb09482dcc7817f6322a3f0374ad67e,Gaza: Israeli PM Netanyahu says Rafah attack will happen regardless of deal,O,Indirectly,Directly,Israel,Palestine,VE,ES,WC,War,Relevant
737,e151b313239b7f90971606cf91049a2dfa018b081735957b218db1493ea37978,Fox News ‘Antisemitism Exposed’ Newsletter: Pro-Hamas protesters riot as Netanyahu visits DC,S,None,Indirectly,Hamas,None,IE,PS,BC,Peace,Relevant
262,76ef940692090a704aaa1adaa3ac97e188ee35076e78434055c610d0b1295a86,US demands Israel conduct full investigation into Palestinian-American teen's killing,O,Directly,None,None,Palestine,VE,ES,BC,Peace,Relevant
588,ea8efc353627375228d5b4aa160ddf3e0e180fc0f93566ce69fe0fee82e3903d,World Jewish Congress lauds mediator efforts to release Gaza captives,O,Directly,None,None,Palestine,IE,ES,BC,Peace,Relevant
805,dcce0c5d0f48a4d6a1a4ee0edd980050e71fb4b2f4455ff4b52adc154c25cfbb,"Young liberal activists are 'disillusioned' with Biden, 'mad' about war in Gaza: 'Very precarious test'",S,None,None,None,None,IE,PS,BC,Peace,Relevant
860,ca087f0ae4e50033adfefe3ce3e2dfe9f36f918e6e14e6ea1db74bd1dd85f022,US officials identify Buffalo Soldier killed in World War II,O,None,None,None,None,None,None,None,None,Irrelevant
20,edbc95da327fe4ae83fb8e291de6f8a1c5da03c7777e896cfbdc81496e52d386,"Cruz race now a 'tossup' should be warning for Texas GOP, says expert",,None,None,None,None,None,None,None,None,Irrelevant
701,474bb9f573f3e97ed0f51819228dbf712e8e915a5069de71f2b55ddbbaae1ee5,Colombian guerrillas launch multiple attacks against military as ceasefire breaks down,O,None,None,None,Hamas,VE,PS,None,None,Irrelevant
333,409644d8fe76226e0872b1388f58c970ef28018f8cb0fe69a8bf4e9ed8bf8803,"Gaza ‘safe zones’ led to displacement, Israeli attacks on civilians: Report",O,Directly,Directly,Israel,Palestine,VE,None,WC,War,Relevant
181,0c5bb116ae85e873649df2bc274be09c152123a985d6493fea24f1055395f65d,Israeli forces raid Gaza City's al-Shifa hospital,O,Directly,Directly,Israel,Palestine,VE,None,WC,War,Relevant
391,fb1ada0b70d080a340289d8ad824299730fd9af1aa6321bcca091689410f2732,Gaza’s food is running out amid Israel’s ‘war of starvation’,S,Directly,Directly,Israel,Palestine,IE,None,BC,Peace,Relevant
808,55afb607527b4ed6a6954535f9a4da1b145faba742c4d46d00e13a6d65520a06,Former Israeli general warns of growing threat of war with Hezbollah amid rising tensions with Iran proxy,O,None,None,None,None,IE,ES,BC,Peace,Relevant
732,e61716688f84e85a4becf245a6a672a5f33855025aa72a5fbbba19274ead3e87,Netanyahu takes aim at 'rogue' ICC prosecutor after request for arrest warrants: 'Outrageous',S,None,None,None,None,IE,ES,BC,Unclear,Relevant
172,ed53820ef37c8d520eef59b3273050d8c7a13c8e57f445254876447985282c77,BBC Gaza reporter: My struggle to keep family safe while covering the war,O,Directly,None,None,Palestine,IE,PS,BC,Peace,Relevant
5,f16e40f7cf24de34bc7ab3d15ca684c681607f929a86ced3f110c35da280632a,Why are Sudan’s warring sides blocking humanitarian aid?,O,None,None,None,None,IE,None,BC,Unclear,Relevant
682,18bd53ae64f8e1cfc75f51c2da8cf6ab8aa71dc4c69feae4cbadc125e960cf7e,Arrest warrant issued for Central African Republic's former president over human rights abuses,O,None,None,None,None,None,None,None,None,Irrelevant
76,3dcbe04f7e84257948a61462c56ff2b1a9595e07cb3d6319437df1c175999c04,Tribute to Scottish victim of Hamas attack on Israel,O,Directly,Directly,Hamas,Israel,VE,PS,BC,Peace,Relevant
542,093b43f813c4ea144ac943c80f8a90375c659b19ea971e99b14f8d39bf126553,"Israel’s war on Gaza: List of key events, day 100",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
713,c7d4f969fabc0d983fe612ff4a9423c6bfb5aee800964ac04ef3467ce9d4c7c8,Sen. Fetterman breaks with President Biden on US response to Iran attacks: 'We should have Israel's back',S,None,None,None,None,IE,ES,BC,Unclear,Relevant
503,a237310ebce1951855b1b0867b263aa25c28cd6fc5d92eab4edad93ea73428a5,"Israel’s war on Gaza: List of key events, day 151",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
869,5b84ad2a6ebacc5ff07c6d007173d147ab5f1844108bf4b2a3095aa6d11618fa,UN top court orders Israel to open more land crossings for aid into Gaza,S,Directly,Directly,Israel,Palestine,IE,ES,BC,Peace,Relevant
765,623033a2a413616d189fdc34b6164c330c80beb3eebecfe2e229b0e4d304fad1,How the UN emboldened Hezbollah terror regime as war with Israel imminent: 'Complete failure',S,None,None,None,None,IE,None,BC,Unclear,Relevant
222,fb170ba4c48b68c099a04b142970afe63af95f6daa61ec21c702e1561373a213,Israel strikes southern Lebanon as Hezbollah leader warns 'red lines' crossed,O,None,Directly,Israel,None,VE,ES,WC,War,Relevant
255,e1ff39c40f30cef07f7bd23daf71aa7e5a1808e3ded077ff570e768ca23c4709,How the US military plans to construct a pier and get food into Gaza,O,Directly,None,None,Palestine,IE,None,BC,Peace,Relevant
441,bedcca094871b1942d2f7f77b9cdcbc5d166537dfd4cd90590798cf40563bfe6,Israeli military expands evacuation order for Gaza’s battered Khan Younis,O,Directly,Directly,Israel,Palestine,VE,None,WC,War,Relevant
116,7dbfd9aa81062359d8e5a4fb06d80cefbb16d12cf22d68e525b9cd2d5d3beb7b,Universities brace for disruption at commencements by Gaza war protesters,O,None,None,None,None,IE,PS,BC,Peace,Relevant
157,c6de5ac4a4b401629fb9b85f03edc9e1bd6fefe313ce3c78f951325998506e27,MI5 fears Israel-Gaza war could fuel radicalisation,S,None,None,None,None,IE,PS,BC,Peace,Relevant
735,64e2783c633f0bf78776b3984fb8be5f8ef59ab12481147cd73b6bfbecb9f96c,Biden ripped for decrying 'Islamophobia' amid antisemitic campus protests: 'Yet another equivocation',S,None,None,None,None,IE,ES,BC,Peace,Relevant
279,cb40215d3ab7538cc405df14ccfac9e697e3bd6616a2937bcb4b4c6554372068,"Newshour, Israel says Killing of Hezbollah leader is 'historic turning point",S,None,Directly,Israel,None,VE,None,WC,War,Relevant
122,330f55f43d1b2464b23db0f2bd152e4fffea6cbda7a53c757e7e88baba8463df,Israel-Gaza war: US carries out its first aid airdrop in strip,O,None,None,None,None,VE,None,BC,Peace,Relevant
744,cd0e6f1b6ac18beec5fb0f66acf9b40b6ab3379838099df2f40db1ac999d3258,US warships come under attack in Red Sea as nearly two dozen incoming missiles and drones shot down,O,None,None,None,None,VE,None,WC,War,Relevant
642,9f8d2718ccd775d16a33a7a13dd7bce5093603621bc43496f4ce09d44e0aed53,"Egyptian president ‘rejects’ effort to push Palestinians to Egypt, warns it could jeopardize peace with Israel",S,None,None,None,None,IE,ES,BC,Unclear,Relevant
264,9877f4bfd62e93403db50523f3919b2a648f0678ece4607f12954628c57c87df,UN warns of catastrophe in Darfur,S,None,None,None,None,IE,ES,None,None,Irrelevant
10,99227f91df45588dbec052ef65f341866f8e82d34131ccb6c02ddeaadac54c3a,Israel frees hospital chief with prisons ‘full’ of Gaza captives,O,Indirectly,Directly,Israel,Palestine,IE,None,WC,Peace,Relevant
548,63ac5eeb52f73aaef2c85e8a07bae42beab6765e5ecb8c949776d1e3b4adad2f,"Israel’s war on Gaza: List of key events, day 154",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
306,7030b2c361abac93bd4c16998c6825b89865305af5931750599a41ff0a5a2ae9,Assad arrest warrant: ‘Hope and pain’ for Syrian chemical attack survivors,S,None,None,None,None,None,None,None,None,Irrelevant
897,188eba3ecfe46c877401a1c3f23bf0c03b5beaa29487c2538d8757b1ae6eb08c,US lawmakers see wave of new bills aiming to define antisemitism,O,None,None,None,None,IE,PS,BC,Unclear,Relevant
362,cbde66f008837cc7e3c9bf3e9c6312b6c74f8cd1fb1fe2a57dba5109d4a4179a,Video: Hijabi women arrested during US anti-war protest,O,None,None,None,None,IE,PS,BC,Unclear,Relevant
271,c87ff83aa103ad09b658cc4d812f482dee6de3e5266510d43932d161b26721ee,The Global Story - Braced for war: Life inside Lebanon,S,None,None,None,None,None,None,None,None,Irrelevant
14,6dd5f7b0a65bc28d9b7e48053e93b8fa80fd8f1a8260f927dea6268555551547,Photos: Rafah is a rubble-strewn ghost town two months after Israel invaded,S,Indirectly,Directly,Israel,Palestine,VE,None,WC,Peace,Relevant
263,7008454068b17ebc44d5e9afd7e90e0e6acce157028ef54d5b329918a37cabc5,Richhill: Unexploded World War Two mortar disposed after alert,O,None,None,None,None,None,None,None,None,Irrelevant
45,eb208c73faf2224a6273897d64cb800700f5f76da8b09dece0f7575aa128625a,Voter breaks silence after Biden campaign staffer tried to end interview critical of the president: 'Chilling',O,None,None,None,None,None,PS,None,Peace,Irrelevant
553,ab57c2f7d2d7efa6fd7620443c732aa3ac8326e4a8b8be606fedfb436c6d630a,"Israel’s war on Gaza: List of key events, day 155",O,Directly,Directly,Israel,Palestine,None,ES,WC,None,Relevant
162,bf27333d43a6e05e2fd63ad97493cc2710200e7a2a0f8875188d57d589bd478f,"Bradford: Four arrested after pro-Palestine protest, say police",O,None,None,None,None,IE,PS,BC,Unclear,Relevant
39,69501b668155c21dd9da07393db0bbb6f7ba266326e0e32eff32dac484b1a62f,Dearborn’s anti-Biden activists won’t rubber-stamp president’s Harris endorsement,S,None,None,None,None,None,None,BC,None,Irrelevant
64,d4e651cf97b943c1379af5a316498d37a00ec3b60dd453f93f15664c371d32e1,"Israel Gaza war: Hamas-run health ministry says Gaza death toll passes 10,000",O,Directly,None,None,Palestine,VE,PS,WC,War,Relevant
762,8fdc704149b04d9184a1958c6dbddfef37d755c3342fa43029da946f7e776c2f,Outspoken Black man': 'Squad' Rep Bowman points to this reason for pro-Israel lobby's attacks,S,None,None,None,None,IE,ES,BC,Unclear,Relevant
865,53b2bfffdabd220fa0fc7d64e62cf9032ba2e3c28b46f908dc52880b99aa21b9,Heavy metal star issues on-stage rebuke of Hamas in support of Israel after young fan gives him gift,O,None,None,None,None,IE,PS,BC,Peace,Relevant
557,791b8e18ee1137a432e401b1f50627e05a946c8463e774cd9759a1abd29c7d98,Children among those killed after Israel bombs two schools in Gaza,O,Indirectly,Directly,Israel,Palestine,VE,PS,WC,War,Relevant
409,ed7f5b6176637d33df1d5e2996a38a56a03404a9a0fd7303c66f4e41947ed0fb,Violence escalates between Israel and Lebanon’s Hezbollah amid Gaza assault,O,Directly,None,None,Palestine,VE,None,WC,War,Relevant
253,6b02652f5d9c63bf950c8fa32be1ecd3e620d0b76d49c41484ca80c17b505b95,Red Sea attacks: Greek vessel hit by missile fired by Houthi rebels,O,None,None,None,None,None,None,None,None,Irrelevant
308,d31541404dfcd83a76945d9d79dae04b5b69a5f31b689a7f9a267caf62dcebe8,What military aid the US is sending to Israel after Hamas attack?,O,Directly,Directly,Hamas,Israel,IE,None,BC,Unclear,Relevant
873,a689c9ff18a542ecc44d764d71e7be6c33c739520822a891d66c639f36fd4732,Argentina arrests 3 for alleged terror cell connections,O,None,None,None,None,None,None,None,None,Irrelevant
879,acfc6478dc4a1d45404bfcc418c67922a50e695eec680c1fd46ed2dccfb387b3,"Israel identifies 100 UNRWA employees who work as 'terrorist operatives', asks for their dismissal",S,Directly,Directly,Hamas,Israel,IE,None,BC,Peace,Relevant
680,5f0c59b6009d6634f5c514120a2dd37571fa18ddc41083950d537d80c6e2eb81,"Stefanik grills Harvard president over students calling for 'intifada,' rampant antisemitism on campus",S,None,None,None,None,IE,ES,BC,Unclear,Relevant
49,4f83262628859e8ad6465cb90c031797a7962f309be403b4473e0bab1a94ac40,Israel-Gaza war: Hamas responds to ceasefire offer with 135-day truce plan,O,Directly,Directly,Israel,Palestine,IE,None,WC,Peace,Relevant
144,e582bcd7cc514093fcc5e8b33874ca229e1e3796ae7f563d145fdfcd03b96bc1,US sanctions individuals implicated in West Bank attacks,S,None,None,None,None,IE,None,BC,Peace,Relevant
356,5f210472cd09c7986bb8121db65a8c39e2ee5da5096f617b39b67a1eced5a1fb,‘Terrorism’: Israel-Hamas conflict has gone ‘beyond war’ says Pope Francis,S,None,None,None,None,IE,ES,BC,Peace,Relevant
624,172781074edb4476e3e2ceec0108b5064635d8feea2893b55ceab6fe9b206f66,"Hamas attack on Israel rocks 2024 presidential campaign, instantly altering the political conversation",O,Directly,Directly,Hamas,Israel,IE,None,BC,War,Relevant
1,8afb0a1f4ea7bf1f4bd846c19ddda346b87b91e852a5dda4f425500dd01528a1,"Israel will be the ‘ultimate loser’ in war with Hezbollah, Iran says",S,None,None,None,None,IE,ES,BC,Unclear,Relevant
896,1b584490560d7ec736b54c00d2a790325821708660d088a918cfe9315350271b,Ohio politicians react to Biden visiting East Palestine after 1 year: 'Too little too late',S,None,None,None,None,IE,PS,BC,Peace,Relevant
664,0c5285e4146c8a70e1fb9968e2689aa3c648041a1eb1cf3d1c59fc2274cf9676,Greta Thunberg interrupted at climate protest after changing the topic to the Israel-Hamas war,O,None,None,None,None,IE,PS,BC,Unclear,Relevant
378,45e81dd1924e1aa823d324f6d5f0989f9884a036fcf623123bdb28fd340024d4,What’s behind Israel’s threat to attack Rafah?,S,Indirectly,Directly,Israel,Palestine,None,None,BC,Unclear,Relevant
204,4fb0b90c8af7526d3cb34415e947729dbb3dff1d2afeea91ccb4a52a9d9e9bc2,France bans 28 Israeli settlers over West Bank violence,O,None,None,None,None,IE,None,BC,Peace,Relevant
495,1ed2810e8fd0f5e83f80ddf08098fe164e9d8e242b012f3a556babd55bcf2eb9,Israeli army launches attacks on targets in Syria and Lebanon,O,None,Directly,Israel,None,VE,None,WC,War,Relevant
380,d80653f50360e63f00b3fd52ae1269b406dc8afa8371017eb23dc9d280a8de0a,How Israel’s war on Gaza is destroying Palestinian education,S,Directly,Directly,Israel,Palestine,IE,None,BC,Peace,Relevant
452,67cb737159df1553952ed11a54afdb7280ee3ee779c99026aa9f6a0b1004e14a,Six months of devastation in Israel’s war on Gaza with no sign of an end,S,Directly,Directly,Israel,Palestine,VE,None,WC,Peace,Relevant
497,674e71bda1b9c05dde3ec144e49562af090b1d9bf8273cccdd80331621f055e4,How is satire being used to highlight Israel’s war on Gaza?,O,None,None,None,None,IE,None,BC,Unclear,Relevant
841,964a754c3ff37ab9f67f359e810aea29951f1e8ca58c22c63ae213d0091d67d2,"Hamas, Iran leaders delight in cease-fire call, US no-vote: 'Fateful turning point'",S,None,None,None,None,IE,ES,WC,Peace,Relevant
506,9bae24061c65ded63f67a3f103f0c05ff49111a594625b9e3b7d2231238a6d93,"Most Britons back immediate ceasefire in Gaza, Israeli arms embargo: Poll",O,None,None,None,None,VE,PS,BC,Peace,Relevant
615,820f8dc641e97aeea9587ef85706f34147ae310d24973df29896d6151da3f83f,Hamas terror leaders hiding across Middle East away from war in Gaza,O,None,Directly,Hamas,None,VE,None,WC,Unclear,Relevant
715,c8ee7e71ba02e62dd5d347996075d3076f4968597efcac5449cfcf2d8861c8a2,US and Chinese diplomats agree to strengthen ties and prevent escalation of Israel-Hamas war,O,None,None,None,None,IE,ES,BC,Peace,Relevant
691,f370edc03a15a410bb3deaea3a01805a96da243a290ea67765f15dd997e05769,"Outraged staff, parents slam Minnesota teachers union's 'antisemitic, hostile' stance on Israel-Hamas war",S,None,None,None,None,IE,PS,BC,Unclear,Relevant
79,853bb0fb92df696bddcb4c7b4078059e0a0f88a45f9d03cce2fffa92777afa82,Unicef: Situation for children getting worse in Israel-Gaza war,O,Indirectly,None,None,Palestine,IE,ES,BC,Peace,Relevant
717,648952ff45d8f3a50a1b03ffb6d9f333c06be68c0fcb336625a7cc7f5e53ed2c,Israeli troops withdraw from Shifa Hospital in Gaza: IDF,O,Indirectly,Directly,Israel,Palestine,VE,None,WC,Peace,Relevant
889,9ffd112d955acf9d81f6157226b670b9aa41aed4132c1429e0006f0e4787c684,Oscar celebrities accused of wearing 'symbol of bloodlust' originating from Palestinians 'lynching' 2 Israelis,S,Directly,Directly,Palestine,Israel,VE,PS,BC,None,Relevant
283,bb748a2e3c74e1504b5efffca8348f2340b5acd33603e75fb129cc1fde1fd641,Clashes continue in Bangladesh despite nationwide curfew,O,None,None,None,None,None,None,None,Unclear,Irrelevant
34,31d73b7112a8f9caec914a90e107fb78e7cec5ff963d4279cab9e8d38c421608,"3 years later, Afghanistan War veterans haven't forgotten – have you?",S,None,None,None,None,None,None,None,None,Irrelevant
892,19e18e355d1543b1dacf6d022470a791a2958842d71b70d28d8ef00cc8f9ae12,"Bill Clinton, Barack Obama, raise a $25 million bulwark for Biden as Dems fret over Trump poll advantage",O,None,None,None,None,None,ES,None,None,Irrelevant
812,c878df0beb857b0a732e9b10d4dca6b28cf3039a95e35d7702600a4a4e458029,Indiana reporter arrested for threats against pro-Israel officials: 'Kill every Jew',S,None,None,None,None,IE,PS,BC,War,Relevant
494,9cebe8e5e2ed1f52c6d7d374a0a3564536f705e4bb11676d46765966b5ed47c7,Palestinian dies an hour after Israel arrests him from occupied West Bank,O,Directly,Directly,Israel,Palestine,VE,PS,WC,War,Relevant
496,8e69aeaa9125dd92ab426bef3e0f176cf2cb2f5149485ad8d4d53570d47c832d,"Israel’s war on Gaza: List of key events, day 93",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
447,baf671034d529d38dc2a9dc7c267fc687e510142e5114449db3f87662bc085cd,Iran’s top diplomat discusses Israel’s war in Gaza with Hezbollah leader,O,None,None,None,None,IE,ES,BC,Unclear,Relevant
781,00a7bf4e966c025ef34cc9f638a7428ad6c89ed1991fb2073e2da694de15fd24,"White House, Pennsylvania officials denounce anti-Israel restaurant protest: 'Blatant act of antisemitism'",S,None,None,None,None,IE,ES,BC,Peace,Relevant
640,b9a0c4fe1a341c8a117db30a603a100581c13e7d65296875ff09059720cfdd18,"Netanyahu ready to make partial cease-fire deal, vows war will continue until Hamas is eliminated",S,None,Directly,Israel,None,IE,ES,WC,Unclear,Relevant
154,8f62c2343717ad7cbd9f2182cdb543a6d54deae72c34598922e40d02be51adae,"More UK students occupy campuses, in Gaza protest",O,None,None,None,None,IE,PS,BC,Peace,Relevant
432,30c70877b74b21259bd14a3c700c345b81fa84c25d010ae6eb998eda7e96b2bd,Is anywhere in Gaza safe from Israeli attacks?,S,Directly,Directly,Israel,Palestine,VE,None,BC,Peace,Relevant
272,a1160b8ee231c75068517edeec363c0583c6a0fbead6585d71b4a95a67384d14,Israel says troops are preparing for a possible ground incursion in Lebanon,O,None,Directly,Israel,None,VE,None,WC,War,Relevant
127,e1c47df5d23a3e2c06fee38a0567f430fe82ee899b11806829e32dc842439c1c,Americast - Could the Israel-Gaza war cost Biden the election?,S,None,None,None,None,IE,None,BC,None,Relevant
824,66b33b13e7ed6810f76f6c9b10a2b7b377b11e400107f3c3bcb9eecf82f6bdf7,Michigan voters call on Biden to press for Israel cease-fire or risk defeat to Trump,O,None,Directly,Israel,None,IE,None,BC,Peace,Relevant
545,7015a2098396821d1ba1fabfb7dc707607f4ecf5b5f00e0043c35e5f319ffe89,World recoils following Israeli attack on aid convoy,S,None,Directly,Israel,None,VE,None,BC,War,Relevant
580,5282cac633703427e2f49c167d3c6c295f0b9bcfdb77b12a1a4a3e5611527b68,"Israel prepares for possible ground assault in Lebanon, military chief says",O,None,Directly,Israel,None,VE,ES,WC,War,Relevant
487,0e814a6f6289b5b106b2356ae2d448488d58bdd0c69440b64fb6234b42c3f643,New Israeli border inspection point for Gaza aid won’t solve Rafah backlog,O,None,None,None,None,IE,None,BC,None,Relevant
235,4d76462810b0f16f8e68fea8e4b376d0d22677c307670cd06081b0ed4cf7b01e,Why has the Gaza ceasefire come to an end?,S,Directly,None,None,Palestine,VE,None,WC,Unclear,Relevant
210,b861a79b9fd3f14e960e7f4c0d8f775abf824109bd4317ac64ff62d5a724ae38,We are not fine': War casts shadow over Eid al-Fitr in Gaza,S,Directly,None,None,Palestine,IE,PS,BC,Peace,Relevant
103,af7950803c29890e1bd30bf58a25e255fb4f5e8d9f838d9f1524ce63a02e4dbc,Campus protests: Hundreds arrested at universities across US as Gaza demonstrations continue,S,Directly,None,None,Palestine,IE,None,BC,War,Relevant
529,89acb455293973d10729ead1095804288923f281b4782928cbecb2a0fe0506d0,"Israel’s war on Gaza: List of key events, day 113",O,Directly,Directly,Israel,Palestine,None,None,WC,None,Relevant
142,afa7807513b84e4a94842a53dd9508a8fb8788a985953adb41166627ce727d09,Netanyahu: Israel will carry out Rafah offensive with or without deal,O,Indirectly,Directly,Israel,Palestine,VE,ES,WC,War,Relevant
